verb	verb_present	verb_past
apologise	apologises	apologised
apologize	apologizes	apologized
apostatise	apostatises	apostatised
apostatize	apostatizes	apostatized
apostemate	apostemates	apostemated
apostille	apostilles	apostilled
apostrophise	apostrophises	apostrophised
apostrophize	apostrophizes	apostrophized
apothegmatize	apothegmatizes	apothegmatized
apotheosise	apotheosises	apotheosised
apotheosize	apotheosizes	apotheosized
appair	appairs	appaired
appal	appals	appalled
appall	appalls	appalled
apparate	apparates	apparated
apparel	apparels	appareled
appeach	appeaches	appeached
appeal	appeals	appealed
appeall	appealls	appealled
appear	appears	appeared
appease	appeases	appeased
appel	appels	appeled
append	appends	appended
apperceive	apperceives	apperceived
appertain	appertains	appertained
appetise	appetises	appetised
appetize	appetizes	appetized
applaud	applauds	applauded
applicate	applicates	applicated
applique	appliques	appliqued
appliqué	appliqués	appliquéd
applot	applots	applotted
apply	applies	applied
appoint	appoints	appointed
apportion	apportions	apportioned
appose	apposes	apposed
appraise	appraises	appraised
appreciate	appreciates	appreciated
apprecihate	apprecihates	apprecihated
apprehend	apprehends	apprehended
apprentice	apprentices	apprenticed
apprentise	apprentises	apprentised
appress	appresses	appressed
appretiate	appretiates	appretiated
apprise	apprises	apprised
apprize	apprizes	apprized
approach	approaches	approached
approbate	approbates	approbated
appropinquate	appropinquates	appropinquated
approportionate	approportionates	approportionated
appropriate	appropriates	appropriated
approve	approves	approved
approximate	approximates	approximated
apricate	apricates	apricated
aquacise	aquacises	aquacised
aqualung	aqualungs	aqualunged
aquaplane	aquaplanes	aquaplaned
aquascape	aquascapes	aquascaped
aquatint	aquatints	aquatinted
arace	araces	araced
arage	arages	araged
araise	araises	araised
arbiter	arbiters	arbitered
arbitrage	arbitrages	arbitraged
arbitrate	arbitrates	arbitrated
arboresce	arboresces	arboresced
arborise	arborises	arborised
arborize	arborizes	arborized
arc	arcs	arced
arch	arches	arched
archaicize	archaicizes	archaicized
archaise	archaises	archaised
archaize	archaizes	archaized
archetype	archetypes	archetyped
architect	architects	architected
archive	archives	archived
arcticize	arcticizes	arcticized
arcweld	arcwelds	arcwelded
aread	areads	ared
arear	arears	areared
arefy	arefies	arefied
aret	arets	aretted
argue	argues	argued
argufy	argufies	argufied
argumentize	argumentizes	argumentized
aright	arights	arighted
arise	arises	arose
arize	arizes	aroze
arm	arms	armed
armor	armors	armored
armour	armours	armoured
aroint	aroints	arointed
aromatise	aromatises	aromatised
aromatize	aromatizes	aromatized
arouse	arouses	aroused
aroynt	aroynts	aroynted
arpeggiate	arpeggiates	arpeggiated
arraign	arraigns	arraigned
arrange	arranges	arranged
array	arrays	arrayed
arread	arreads	arread
arrect	arrects	arrected
arrest	arrests	arrested
arride	arrides	arrided
arrive	arrives	arrived
arrogate	arrogates	arrogated
arrose	arroses	arrosed
arrow	arrows	arrowed
arse	arses	arsed
arsenicate	arsenicates	arsenicated
arsle	arsles	arsled
arterialize	arterializes	arterialized
article	articles	articled
articulate	articulates	articulated
artifactualize	artifactualizes	artifactualized
artificialize	artificializes	artificialized
artuate	artuates	artuated
arylate	arylates	arylated
ascend	ascends	ascended
ascerbate	ascerbates	ascerbated
ascertain	ascertains	ascertained
asciify	asciifies	asciified
ascribe	ascribes	ascribed
asepticize	asepticizes	asepticized
asexualise	asexualises	asexualised
asexualize	asexualizes	asexualized
ash	ashes	ashed
ashame	ashames	ashamed
ask	asks	asked
aske	askes	asked
aslake	aslakes	aslaked
asperate	asperates	asperated
asperse	asperses	aspersed
asphalt	asphalts	asphalted
asphyxiate	asphyxiates	asphyxiated
aspirate	aspirates	aspirated
aspire	aspires	aspired
asplode	asplodes	asploded
assail	assails	assailed
assaile	assailes	assailed
assain	assains	assained
assart	assarts	assarted
assassin	assassins	assassined
assassinate	assassinates	assassinated
assault	assaults	assaulted
assay	assays	assayed
assecure	assecures	assecured
assegai	assegais	assegaied
assemble	assembles	assembled
assent	assents	assented
assert	asserts	asserted
assess	assesses	assessed
assever	assevers	assevered
asseverate	asseverates	asseverated
assfuck	assfucks	assfucked
asshure	asshures	asshured
assibilate	assibilates	assibilated
assiege	assieges	assieged
assign	assigns	assigned
assimilate	assimilates	assimilated
assimulate	assimulates	assimulated
assist	assists	assisted
assle	assles	assled
associate	associates	associated
assoil	assoils	assoiled
assoilzie	assoilzies	assoilzied
assonate	assonates	assonated
assort	assorts	assorted
assot	assots	assotted
assoyle	assoyles	assoyled
assplant	assplants	assplanted
assrape	assrapes	assraped
assrun	assruns	assran
assuage	assuages	assuaged
assubjugate	assubjugates	assubjugated
assume	assumes	assumed
assumpt	assumpts	assumpted
assure	assures	assured
asswage	asswages	asswaged
astand	astands	astood
astart	astarts	astarted
asterisk	asterisks	asterisked
astipulate	astipulates	astipulated
astonish	astonishes	astonished
astony	astonies	astonied
astound	astounds	astounded
astrict	astricts	astricted
astringe	astringes	astringed
astrogate	astrogates	astrogated
astrologize	astrologizes	astrologized
astronomize	astronomizes	astronomized
astroturf	astroturfs	astroturfed
asymptote	asymptotes	asymptoted
atchieve	atchieves	atchieved
atend	atends	atended
atene	atenes	atened
atgo	atgoes	atwent
atheise	atheises	atheised
atheize	atheizes	atheized
athetize	athetizes	athetized
atomise	atomises	atomised
atomize	atomizes	atomized
atone	atones	atoned
atray	atrays	atrayed
atreach	atreaches	atreached
atrede	atredes	atred
atren	atrens	atrenned
atride	atrides	atrode
atrin	atrins	atran
atrine	atrines	atrined
atrist	atrists	atristed
atroke	atrokes	atroked
atrophy	atrophies	atrophied
atrout	atrouts	atrouted
atsake	atsakes	atsook
atscape	atscapes	atscaped
atseek	atseeks	atsought
atshake	atshakes	atshook
atshoot	atshoots	atshot
atsit	atsits	atsat
atslike	atslikes	atsliked
atslip	atslips	atslipped
atspring	atsprings	atsprang
atstand	atstands	atstood
atstert	atsterts	atsterted
atstunt	atstunts	atstunted
atstut	atstuts	atstutted
attach	attaches	attached
attack	attacks	attacked
attain	attains	attained
attaint	attaints	attainted
attal	attals	attalled
attame	attames	attamed
attaminate	attaminates	attaminated
attask	attasks	attasked
attaste	attastes	attasted
attemper	attempers	attempered
attemperate	attemperates	attemperated
attempre	attempres	attempred
attempt	attempts	attempted
attend	attends	attended
attenuate	attenuates	attenuated
atter	atters	attered
atterrate	atterrates	atterrated
attest	attests	attested
attinge	attinges	attinged
attire	attires	attired
attitude	attitudes	attituded
attitudinise	attitudinises	attitudinised
attitudinize	attitudinizes	attitudinized
attorn	attorns	attorned
attract	attracts	attracted
attrap	attraps	attrapped
attribute	attributes	attributed
attrit	attrits	attritted
attrite	attrites	attrited
attuite	attuites	attuited
attune	attunes	attuned
atwind	atwinds	atwound
atwite	atwites	atwited
auction	auctions	auctioned
auctioneer	auctioneers	auctioneered
audible	audibles	audibled
audioconference	audioconferences	audioconferenced
audiotape	audiotapes	audiotaped
audit	audits	audited
audition	auditions	auditioned
auger	augers	augered
aught	aughts	aughted
augle	augles	augled
augment	augments	augmented
augur	augurs	augured
augurate	augurates	augurated
august	augusts	augusted
aumail	aumails	aumailed
aunswer	aunswers	aunswered
aurify	aurifies	aurified
auscult	auscults	ausculted
auscultate	auscultates	auscultated
auspicate	auspicates	auspicated
austemper	austempers	austempered
austenitize	austenitizes	austenitized
auth	auths	authed
authenticate	authenticates	authenticated
author	authors	authored
authorise	authorises	authorised
authorize	authorizes	authorized
authourise	authourises	authourised
authourize	authourizes	authourized
autoactivate	autoactivates	autoactivated
autoamputate	autoamputates	autoamputated
autoblock	autoblocks	autoblocked
autoboot	autoboots	autobooted
autocancel	autocancels	autocancelled
autocatalyse	autocatalyses	autocatalysed
autocatalyze	autocatalyzes	autocatalyzed
autoclave	autoclaves	autoclaved
autoclose	autocloses	autoclosed
autocomplete	autocompletes	autocompleted
autoconfigure	autoconfigures	autoconfigured
autoconfirm	autoconfirms	autoconfirmed
autocorrect	autocorrects	autocorrected
autodecrement	autodecrements	autodecremented
autodelete	autodeletes	autodeleted
autodephosphorylate	autodephosphorylates	autodephosphorylated
autodestruct	autodestructs	autodestructed
autodetect	autodetects	autodetected
autodigest	autodigests	autodigested
autofit	autofits	autofitted
autoflow	autoflows	autoflowed
autofocus	autofocuses	autofocused
autoformat	autoformats	autoformatted
autogenerate	autogenerates	autogenerated
autograft	autografts	autografted
autograph	autographs	autographed
autohide	autohides	autohid
autoincrement	autoincrements	autoincremented
autoinfect	autoinfects	autoinfected
autoinhibit	autoinhibits	autoinhibited
autoionize	autoionizes	autoionized
autoload	autoloads	autoloaded
autolyse	autolyses	autolysed
autolyze	autolyzes	autolyzed
automate	automates	automated
automatize	automatizes	automatized
automethylate	automethylates	automethylated
automize	automizes	automized
automobile	automobiles	automobiled
automobilize	automobilizes	automobilized
automount	automounts	automounted
autophosphorylate	autophosphorylates	autophosphorylated
autopilot	autopilots	autopiloted
autopsy	autopsies	autopsied
autoradiograph	autoradiographs	autoradiographed
autoreact	autoreacts	autoreacted
autoregister	autoregisters	autoregistered
autoregulate	autoregulates	autoregulated
autorotate	autorotates	autorotated
autorun	autoruns	autoran
autosave	autosaves	autosaved
autoselect	autoselects	autoselected
autostart	autostarts	autostarted
autotarget	autotargets	autotargeted
autotomize	autotomizes	autotomized
autotune	autotunes	autotuned
autowind	autowinds	autowound
autowrap	autowraps	autowrapped
autoxidise	autoxidises	autoxidised
autoxidize	autoxidizes	autoxidized
avail	avails	availed
avalanche	avalanches	avalanched
avale	avales	avaled
avaunce	avaunces	avaunceed
avaunt	avaunts	avaunted
avel	avels	aveled
avenge	avenges	avenged
aventre	aventres	aventred
aver	avers	averred
average	averages	averaged
averruncate	averruncates	averruncated
averse	averses	aversed
avert	averts	averted
aviate	aviates	aviated
aview	aviews	aviewed
avile	aviles	aviled
avise	avises	avised
avocate	avocates	avocated
avoid	avoids	avoided
avoke	avokes	avoked
avolate	avolates	avolated
avouch	avouches	avouched
avow	avows	avowed
avulse	avulses	avulsed
await	awaits	awaited
awake	awakes	awoke
awaken	awakens	awoke
awaken	awakens	awakened
award	awards	awarded
awarn	awarns	awarned
awe	awes	awed
awestrike	awestrikes	awestruck
awfulize	awfulizes	awfulized
awhape	awhapes	awhaped
awrath	*awraths	*awrathed
awroth	awroths	awrothed
aww	awws	awwed
ax	axes	axed
axe	axes	axed
axiomatise	axiomatises	axiomatised
axiomatize	axiomatizes	axiomatized
axisymmetrise	axisymmetrises	axisymmetrised
axotomize	axotomizes	axotomized
ayield	ayields	ayielded
azotise	azotises	azotised
azotize	azotizes	azotized
azure	azures	azured
b'lieve	b'lieves	b'lieved
ba	bas	baed
baa	baas	baaed
babbitt	babbitts	babbitted
babble	babbles	babbled
babelize	babelizes	babelized
babify	babifies	babified
baby	babies	babied
babysit	babysits	babysat
babywear	babywears	babyweared
bace	baces	baced
bach	baches	bached
back	backs	backed
backbite	backbites	backbit
backburn	backburns	backburned
backburner	backburners	backburnered
backcast	backcasts	backcasted
backchannel	backchannels	backchanneled
backchat	backchats	backchatted
backcheck	backchecks	backchecked
backcomb	backcombs	backcombed
backcross	backcrosses	backcrossed
backdate	backdates	backdated
backdoor	backdoors	backdoored
backdrop	backdrops	backdropped
backfill	backfills	backfilled
backfire	backfires	backfired
backflip	backflips	backflipped
backflush	backflushes	backflushed
backfoot	backfoots	backfooted
backgammon	backgammons	backgammoned
background	backgrounds	backgrounded
backhand	backhands	backhanded
backhaul	backhauls	backhauled
backheel	backheels	backheeled
backhoe	backhoes	backhoed
backlash	backlashes	backlashed
backlight	backlights	backlighted
backlink	backlinks	backlinked
backlist	backlists	backlisted
backload	backloads	backloaded
backlog	backlogs	backlogged
backpack	backpacks	backpacked
backpatch	backpatches	backpatched
backpedal	backpedals	backpedaled
backport	backports	backported
backprint	backprints	backprinted
backpropagate	backpropagates	backpropagated
backquote	backquotes	backquoted
backreact	backreacts	backreacted
backread	backreads	backread
backreference	backreferences	backreferenced
backroll	backrolls	backrolled
backscatter	backscatters	backscattered
backscratch	backscratches	backscratched
backset	backsets	backset
backsheesh	backsheeshes	backsheeshed
backshift	backshifts	backshifted
backshine	backshines	backshone
backsight	backsights	backsighted
backslap	backslaps	backslapped
backslash	backslashes	backslashed
backslide	backslides	backslid
backsolve	backsolves	backsolved
backsource	backsources	backsourced
backspace	backspaces	backspaced
backspin	backspins	backspun
backstab	backstabs	backstabbed
backstep	backsteps	backstepped
backstitch	backstitches	 backstitched
backstop	backstops	backstopped
backstroke	backstrokes	backstroked
backtab	backtabs	backtabbed
backtag	backtags	backtagged
backtalk	backtalks	backtalked
backtest	backtests	backtested
backtrace	backtraces	backtraced
backtrack	backtracks	backtracked
backwash	backwashes	backwashed
backwater	backwaters	backwatered
backwind	backwinds	backwound
bacterize	bacterizes	bacterized
bad	bads	badded
badge	badges	badged
badger	badgers	badgered
badinage	badinages	badinaged
badmouth	badmouths	badmouthed
baff	baffs	baffed
baffle	baffles	baffled
bag	bags	bagged
baggs	baggses	baggsed
bagpipe	bagpipes	bagpiped
bags	bagses	bagsed
bagsy	bagsies	bagsied
bail	bails	bailed
bait	baits	baited
bake	bakes	baked
baksheesh	baksheeshes	baksheeshed
balance	balances	balanced
balbutiate	balbutiates	balbutiated
bald	balds	balded
balderdash	balderdashes	balderdashed
bale	bales	baled
balk	balks	balked
balkanise	balkanises	balkanised
balkanize	balkanizes	balkanized
ball	balls	balled
ballad	ballads	balladed
balladeer	balladeers	balladeered
ballarag	ballarags	ballaragged
ballast	ballasts	ballasted
balloon	balloons	ballooned
ballot	ballots	balloted
ballpark	ballparks	ballparked
ballyhoo	ballyhoos	ballyhooed
ballyrag	ballyrags	ballyragged
balm	balms	balmed
balmify	balmifies	balmified
balsam	balsams	balsamed
balter	balters	baltered
bam	bams	bammed
bamboo	bamboos	bambooed
bamboozle	bamboozles	bamboozled
bamfoozle	bamfoozles	bamfoozled
ban	bans	banned
banalise	banalises	banalised
banalize	banalizes	banalized
band	bands	banded
bandage	bandages	bandaged
bandish	bandishes	bandished
bandsaw	bandsaws	bandsawed
bandy	bandies	bandied
bane	banes	baned
bang	bangs	banged
bangle	bangles	bangled
bangtail	bangtails	bangtailed
banhammer	banhammers	banhammered
banish	banishes	banished
banister	banisters	banistered
banjax	banjaxes	banjaxed
banjo	banjos	banjoed
bank	banks	banked
bankroll	bankrolls	bankrolled
bankrupt	bankrupts	bankrupted
banninate	banninates	banninated
banquet	banquets	banqueted
banter	banters	bantered
baptise	baptises	baptised
baptize	baptizes	baptized
bar	bars	barred
barb	barbs	barbed
barback	barbacks	barbacked
barbarize	barbarizes	barbarized
barbecue	barbecues	barbecued
barber	barbers	barbered
bard	bards	barded
bare	bares	bared
bareback	barebacks	barebacked
barf	barfs	barfed
bargain	bargains	bargained
barge	barges	barged
barhop	barhops	barhopped
bark	barks	barked
barken	barkens	barkened
barn	barns	barned
barnacle	barnacles	barnacled
barney	barneys	barneyed
barnstorm	barnstorms	barnstormed
barnumize	barnumizes	barnumized
barrack	barracks	barracked
barrage	barrages	barraged
barrel	barrels	barrelled
barricade	barricades	barricaded
barricado	barricadoes	barricadoed
bartend	bartends	bartended
barter	barters	bartered
base	bases	based
baseline	baselines	baselined
bash	bashes	bashed
basify	basifies	basified
basil	basils	basilled
bask	basks	basked
basket	baskets	basketed
bass	basses	bassed
basset	bassets	basseted
bassoon	bassoons	bassooned
bastard	bastards	bastarded
bastardise	bastardises	bastardised
bastardize	bastardizes	bastardized
baste	bastes	basted
bastinade	bastinades	bastinaded
bastinado	bastinadoes	bastinadoed
bastonade	bastonades	bastonaded
bat	bats	batted
batch	batches	batched
bate	bates	bated
bath	baths	bathed
bathe	bathes	bathed
batik	batiks	batiked
batmobile	batmobiles	batmobiled
baton	batons	batoned
battalion	battalions	battalioned
battel	battels	battelled
batten	battens	battened
batter	batters	battered
battle	battles	battled
battologize	battologizes	battologized
bauchle	bauchles	bauchled
bauf	baufs	bauffed
baulk	baulks	baulked
bawd	bawds	bawded
bawl	bawls	bawled
baww	bawws	bawwed
bay	bays	bayed
bayonet	bayonets	bayoneted
baze	bazes	bazed
beach	beaches	beached
beacon	beacons	beaconed
bead	beads	beaded
beagle	beagles	beagled
beak	beaks	beaked
beal	beals	bealed
beam	beams	beamed
bean	beans	beaned
bear	bears	bore
beard	beards	bearded
bearhug	bearhugs	bearhugged
bearproof	bearproofs	bearproofed
beast	beasts	beasted
beat	beats	beat
beatbox	beatboxes	beatboxed
beath	beaths	beathed
beatificate	beatificates	beatificated
beatify	beatifies	beatified
beautify	beautifies	beautified
bebang	bebangs	bebanged
bebar	bebars	bebarred
bebark	bebarks	bebarked
bebathe	bebathes	bebathed
bebay	bebays	bebayed
bebeast	bebeasts	bebeasted
beblast	beblasts	beblasted
bebleed	bebleeds	bebled
bebless	beblesses	beblessed
beblind	beblinds	beblinded
beblister	beblisters	beblistered
beblood	bebloods	beblooded
